title,abstract,cited,rigor,novelty,grammar,replicability,accessibility,mathematics,computer_sciences,physical_sciences,chemical_sciences,earth_and_related_sciences,biological_sciences,other_natural_sciences,civil_engineering,electrical_engineering,mechanical_engineering,chemical_engineering,materials_engineering,environmental_engineering,evironmental_biotechnology,industrial_biotechnology,nano-technology,other_engineering_and_technologies,basic_medicine,clinical_medicine,health_sciences,medical_biotechnology,other_medical_sciences,agriculture_forestry_and_fisheries,animal_and_dairy_science,veterinary_science,agricultural_biotechnology,other_agricultural_sciences,psychology,economics_and_business,education,sociology,law,political_science,social_and_economic_geography,media_and_communications,other_social_sciences,history_and_archaeology,languages_and_literature,philosophy_ethics_and_religion,arts,other_humanities_and_the_arts,applied_research,conclusive_research,correlational_research,descriptive_research,ethnographic_research,experiment,exploratory_research,focus_groups,interviews,mixed_methods,observation,qualitative_research,quantitative_research,questionnaires,secondary_research,survey_methodology
Factors Associated with Influenza Vaccination Uptake among U.S. Adults: Focus on Nativity and Race/Ethnicity,"To support implementation strategies for upcoming influenza (flu) vaccinations for foreign-born and racial/ethnic minority groups, we analyzed the 2018 National Health Interview Survey (NHIS) database and performed logistic regression to examine the factors associated with, and the interaction between nativity and race/ethnicity in directing flu vaccination rates during the past 12 months (n = 25,045). As a result, we found nativity and race/ethnicity were associated with flu vaccination rates; foreign-born and non-Hispanic black respondents were less likely to take the vaccine than U.S.-born and non-Hispanic white respondents. The odds ratios were largest for the elderly, those working in the healthcare industry, those with health insurance, and those with a usual source of care (ORs = 3.058, 2.871, 2.317, and 2.342, respectively), suggesting that access to healthcare resources is critical for the uptake of the flu vaccine. There was a significant interaction effect between nativity and race/ethnicity. For improving flu vaccination rates, more support is necessary for foreign-born people and racial/ethnic minorities who have lower health insurance rates and usual sources of care than U.S.-born people and non-Hispanic whites, and thus are less able to adequately access healthcare resources in a timely manner.",0,medium,medium,0,0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Wearable and Deformable Graphene-Based Affinity Nanosensor for Monitoring of Cytokines in Biofluids,"A wearable and deformable graphene-based field-effect transistor biosensor is presented that uses aptamer-modified graphene as the conducting channel, which is capable of the sensitive, consistent and time-resolved detection of cytokines in human biofluids. Based on an ultrathin substrate, the biosensor offers a high level of mechanical durability and consistent sensing responses, while conforming to non-planar surfaces such as the human body and withstanding large deformations (e.g., bending and stretching). Moreover, a nonionic surfactant is employed to minimize the nonspecific adsorption of the biosensor, hence enabling cytokine detection (TNF-α and IFN-γ, significant inflammatory cytokines, are used as representatives) in artificial tears (used as a biofluid representative). The experimental results demonstrate that the biosensor very consistently and sensitively detects TNF-α and IFN-γ, with limits of detection down to 2.75 and 2.89 pM, respectively. The biosensor, which undergoes large deformations, can thus potentially provide a consistent and sensitive detection of cytokines in the human body.",0,high,high,0,1,high,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bocavirus Viremia and Hepatitis in an Immunocompetent Child,"BACKGROUND: So far, many studies have shown that Human Bocavirus ( HBoV) is the main pathogen of the respiratory tract. Until now, there is no study that proves the association between HBoV and hepatitis. HBoV viremia/DNAemia has been associated closely with acute primary infection and moderate-to-severe illness but, more detailed clinical data about HBoV dissemination are still unavailable. CASE REPORT: Here we report a 2-years-5-months-old girl suffering from respiratory distress and heptitis followed in our intensive care unit. HBoV was detected in our patients nose and throat swabs concurrent with whole blood sample by positive polymerase chain reactions. After a through investigation no causative agent other than HBoV viremia was found. CONCLUSION: Human Bocavirus viremia with high viral loads may be associated with hepatitis.",0,low,low,0,0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research on Book Recommendation System for People with Visual Impairment Based on Fusion of Preference and User Attention,"With the development of the Internet, the information explosion problem comes into being and it is challenging for users to search for the information they needed from e-books. Although the book recommendation system can help users find their focuses, it is not applicable for visually impaired users when using ordinary visual reading methods for knowledge acquisition. Therefore, a book recommendation system that suits their behavior habits is required. In order to provide accurate and effective book sets for users, we propose an algorithm based on fusing their preferences. For intelligently ranking the candidate book sets and help users find the right book quickly, we propose a context-aware algorithm based on users’ attention. Meanwhile, we introduce an improved calculation method for users’ attention to solving the problem of inaccurate prediction on users’ current attention when their action history is cluttered. We use the self-attention to preserve the users’ reading tendencies during the reading process, analyze users’ personal features and book content features, and improve the accuracy of the recommendation by merging the feature space. Finally, the improved algorithm proposed and comparative experiments were employed on the dataset collecting from the China Blind Digital Library, and the effectiveness of the improvement is proved in each experimental comparison results.",0,medium,high,0,1,high,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Coronavirus Disease 2019: Cardiac Complications and Considerations for Returning to Sports Participation,"Coronavirus disease 2019 (COVID-19) is caused by the severe acute respiratory syndrome coronavirus 2. While the majority of symptoms and morbidity relate to the lung, cardiac complications have been well reported and confer increased mortality. Many countries in Europe have passed the peak of the pandemic and adaptations are being made as we progress towards a ‘new normal’. As part of this, governments have been planning strategies for the return of elite sports. This article summarises the potential implications of COVID-19 for athletes returning to sport, including common cardiac complications of the disease; consensus recommendations for the return to sport after having COVID-19; and international recommendations for the management of cardiac pathology that may occur as a result of COVID-19. The authors also examine the potential overlap of pathology with physiological change seen in athletes' hearts.",0,medium,medium,0,1,high,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development and Clinical Application of Phosphorus-Containing Drugs,"Phosphorus-containing drugs belong to an important class of therapeutic agents and are widely applied in daily clinical practices. Structurally, the phosphorus-containing drugs can be classified into phosphotriesters, phosphonates, phosphinates, phosphine oxides, phosphoric amides, bisphosphonates, phosphoric anhydrides, and others; functionally, they are often designed as prodrugs with improved selectivity and bioavailability, reduced side effects and toxicity, or biomolecule analogues with endogenous materials and antagonistic endoenzyme supplements. This review summarized the phosphorus-containing drugs currently on the market as well as a few promising molecules at clinical studies, with particular emphasis on their structural features, biological mechanism, and indications.",0,medium,medium,0,0,high,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gender-Associated Difference following COVID-19 virus infection: Implications for Thymosin alpha-1 Therapy,"Gender influences clinical presentations, duration and severity of symptoms, and therapy outcome in coronavirus disease 2019 (COVID-19) infection. Whether the immune response to Tα1 treatment for SARS-CoV-2 differs between the sexes, and whether this difference explains the male susceptibility to COVID-19, is unclear. This study aimed to investigate the efficiency and safety of Tα1 treatment and provide a basis for practically identifying gender differences characteristics and features of COVID-19. One hundred twenty-seven patients had COVID-19 symptoms and tested COVID19-positive (female 42.52%) in Wuhan union hospital were enrolled for medication. They were randomly divided into groups Control and Tα1 intervention. Seventy-eight patients received a subcutaneous injection of 1.6mg Tα1, based on supportive treatment for 15 days. The control group included untreated 49 COVID19 patients closely matched for gender and age and received regular supportive treatment. In this retrospective analysis, we found that COVID-19-infected males reported more symptoms than COVID-19-infected females. A high degree of gender differences-related variability was observed in CRP and PCT levels and the cell counts of many lymphocyte subpopulations in the COVID-19 patients after Tα1 intervention. Levels of CRP and IL-6 were higher in Tα1-treated male group than Tα1-treated female group, while the level of PCT was significantly lower in Tα1-treated male group. Gender differences may be a factor in sustaining COVID-19 immunity responded to Tα1, male and female show statistically significant differences in relevance to cytokine production associated with the development of a more significant number of symptoms. This leaves the question of identifying gender-specific risk factors to explain these differences.",0,low,high,1,0,high,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Target SARS-CoV-2: computation of binding energies with drugs of dexamethasone/umifenovir by molecular dynamics using OPLS-AA force field,"INTRODUCTION: In recent times, myriads of public have been infected with a novel SARS-CoV-2, and the fatality toll has reached thousands and been mounting step by step, which is a major crisis in the world. The challenge for this burning issue pertinent to repurposed medicines which prevent novel coronavirus is of immense concern for all scientists around the globe until the arrival of the vaccine. METHODS: Because of the global high priority rating on the search for the repurposed drugs which outfits clinical suitability to SARS-CoV-2, a unique theoretical methodology is proposed. The approach is based on explorations of biothermodynamics computed via molecular dynamics, root-mean-square deviation (RMSD), radius of gyration (Rg) and interactions. This unique methodology is tested for umifenovir/dexamethasone drugs on (SARS-CoV-2) main protease. RESULTS: This theoretical exploration not only suggested the presence of strong interactions between (SARS-CoV-2 + umifenovir/dexamethasone) but also emphasized the clinical suitability of dexamethasone over umifenovir to treat SARS-CoV-2. This supremacy of dexamethasone is well supported by the results of global clinical trials and COVID-19 therapeutic approved management guidelines of countries. CONCLUSIONS: Thus, this work will pave a way for incremental advancement towards future design and development of more specific inhibitors for the treatment of SARS-CoV-2 infection in humans.",0,low,high,0,1,high,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Generating Posets Beyond N,"We introduce iposets—posets with interfaces—equipped with a novel gluing composition along interfaces and the standard parallel composition. We study their basic algebraic properties as well as the hierarchy of gluing-parallel posets generated from singletons by finitary applications of the two compositions. We show that not only series-parallel posets, but also interval orders, which seem more interesting for modelling concurrent and distributed systems, can be generated, but not all posets. Generating posets is also important for constructing free algebras for concurrent semirings and Kleene algebras that allow compositional reasoning about such systems.",0,high,high,0,0,high,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stressful Life Events and Resilience During the COVID-19 Lockdown Measures in Italy: Association With Mental Health Outcomes and Age,"Background: The COVID-19 pandemic, due to its disproportionated higher morbidity and mortality rates in the older age, has been considered to be a “geropandemic.” Several studies, however, have found that older age is associated with lower psychological distress in relation to the COVID-19 outbreak and related lockdown measures. Aim: To explore the role of Resilience as a mediator between stressful COVID-19 related life events and depressive and, anxiety symptoms and perceived stress, and to ascertain the role of age as a moderator of the mediator's effect. Methods: An on-line survey was spread through social networks during the first lockdown in Italy. Depressive and anxiety symptoms and perceived stress were measured using the Italian version of the Patient Health Questionnaire-9 (PHQ-9), the Generalized Anxiety Disorder Questionnaire-7 (GAD-7) and the Perceived Stress Scale (PSS). Resilience was measured using the Italian version of the Resilience Scale for Adults (RSA). Stressful COVID-19 related life events were explored using a checklist of events derived from the International Adjustment Disorder Questionnaire (IADQ). After a preliminary panel of linear regressions, mediation was tested using Structural Equation Modeling and inspecting the bootstrapped indirect effects. Afterwards, age was introduced as a mediator of the indirect effect in a moderated mediation analysis. Results: Twenty one thousand three hundred and thirty four subjects completed the questionnaire, 17,178 (80.52%) were female, 748 (3.5%) were >60 years old. In the whole sample, the presence of any stressful event was associated with depressive and anxiety symptoms and perceived stress. Resilience mediated the effects of stressful COVID-19-related events on depressive and anxiety symptoms and perceived stress. The moderated mediation analysis revealed that age moderated the mediation effect of Resilience between the presence of a stressful event and the selected outcomes. Conclusion: Taken together, our results show that age moderates the mediating effect of Resilience in the relationship between COVID-19-related stressful events and depressive and anxiety symptoms and perceived stress. Older adults' Resilience was less influenced by stressful events, and this could be one of the reasons accounting for the better mental health outcomes observed in the older age.",0,high,high,0,1,high,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
A Design of the Resilient Enterprise: A Reference Architecture for Emergent Behaviors Control,"The sooner disruptive emergent behaviors are detected, the sooner preventive measures can be taken to ensure the resilience of business processes execution. Therefore, organizations need to prepare for emergent behaviors by embedding corrective control mechanisms, which help coordinate organization-wide behavior (and goals) with the behavior of local autonomous entities. Ongoing technological advances, brought by the Industry 4.0 and cyber-physical systems of systems paradigms, can support integration within complex enterprises, such as supply chains. In this paper, we propose a reference enterprise architecture for the detection and monitoring of emergent behaviors in enterprises. We focus on addressing the need for an adequate reaction to disruptions. Based on a systematic review of the literature on the topic of current architectural designs for understanding emergent behaviors, we distill architectural requirements. Our architecture is a hybrid as it combines distributed autonomous business logic (expressed in terms of simple business rules) and some central control mechanisms. We exemplify the instantiation and use of this architecture by means of a proof-of-concept implementation, using a multimodal logistics case study. The obtained results provide a basis for achieving supply chain resilience “by design”, i.e., through the design of coordination mechanisms that are well equipped to absorb and compensate for the effects of emergent disruptive behaviors.",0,high,high,0,1,high,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clinical characterization of respiratory large droplet production during common airway procedures using high-speed imaging,"During the COVID-19 pandemic, a significant number of healthcare workers have been infected with SARS-CoV-2. However, there remains little knowledge regarding large droplet dissemination during airway management procedures in real life settings. 12 different airway management procedures were investigated during routine clinical care. A high-speed video camera (1000 frames/second) was for imaging. Quantitative droplet characteristics as size, distance traveled, and velocity were computed. Droplets were detected in 8/12 procedures. The droplet trajectories could be divided into two distinctive patterns (type 1/2). Type 1 represented a ballistic trajectory with higher speed large droplets whereas type 2 represented a random trajectory of slower particles that persisted longer in air. The use of tracheal cannula filters reduced the amount of droplets. Respiratory droplet patterns generated during airway management procedures follow two distinctive trajectories based on the influence of aerodynamic forces. Speaking and coughing produce more droplets than non-invasive ventilation therapy confirming these behaviors as exposure risks. Even large droplets may exhibit patterns resembling the fluid dynamics smaller airborne aerosols that follow the airflow convectively and may place the healthcare provider at risk.",0,high,high,0,0,high,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human immunodeficiency virus and mortality from coronavirus disease 2019: A systematic review and meta-analysis,"BACKGROUND: Persons living with human immunodeficiency virus (PLWH) constitute a vulnerable population in view of their impaired immune status. At this time, the full interaction between HIV and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been incompletely described. OBJECTIVE: The purpose of this study was to explore the impact of HIV and SARS-CoV-2 co-infection on mortality. METHOD: We systematically searched PubMed and the Europe PMC databases up to 19 January 2021, using specific keywords related to our aims. All published articles on coronavirus disease 2019 (COVID-19) and HIV were retrieved. The quality of the studies was evaluated using the Newcastle–Ottawa Scale for observational studies. Statistical analysis was performed with Review Manager version 5.4 and Comprehensive Meta-Analysis version 3 software. RESULTS: A total of 28 studies including 18 255 040 COVID-19 patients were assessed in this meta-analysis. Overall, HIV was associated with a higher mortality from COVID-19 on random-effects modelling {odds ratio [OR] = 1.19 [95% confidence interval (CI) = 1.01–1.39], p = 0.03; I(2) = 72%}. Meta-regression confirmed that this association was not influenced by age (p = 0.208), CD4 cell count (p = 0.353) or the presence of antiretroviral therapy (ART) (p = 0.647). Further subgroup analysis indicated that the association was only statistically significant in studies from Africa (OR = 1.13, p = 0.004) and the United States (OR = 1.30, p = 0.006). CONCLUSION: Whilst all persons ought to receive a SARS-CoV-2 vaccine, PLWH should be prioritised to minimise the risk of death because of COVID-19. The presence of HIV should be regarded as an important risk factor for future risk stratification of COVID-19.",0,high,high,1,1,high,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
